id,headline,person,stages,investment_locations,location,position,min_investment,max_investment,target_investment,headline,previous_position,previous_firm,areas_of_interest_freeform,no_current_interest_freeform,vote_count,firm,degrees,investments_on_record
23547,General Partner at Creative Ventures,Champ Suthipongchai,Series A,"Oakland, California","Berkeley, California",general_partner,100000,5000000,1500000,General Partner at Creative Ventures,,,,,3,Creative Ventures,,"{'id': '41430', 'company_display_name': 'PlanetWatchers', 'total_raised': ['$13M', '£2.5M'], 'coinvestor_names': ['Aaron Zucker (Sapir Venture Partners)', 'Josef Feldman (Tectonic Capital)', 'Bob Zipp (Amicus Capital)', 'Raanan Bar-Cohen (Resolute Ventures)', 'Jeff Crusey (Farpoint)', 'Andre Ronsoehr (Seraphim Space)', 'Mark Boggett (Seraphim Space)', 'Ryan Clinton (Ridgeline Partners)'], 'investor_profile_funding_rounds': [{'id': '125122', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '68920', 'stage': 'Series A', 'date': '2022-09-28T00:00:00Z', 'amount': '$11M'}}, {'id': '88156', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '44213', 'stage': 'Seed Round', 'date': '2021-06-03T00:00:00Z', 'amount': '£2.5M'}}]}"
8174,General Partner at Alpaca VC,David Goldberg,Seed,"New York, New York","Miami Beach, Florida",general_partner,500000,1500000,1000000,General Partner at Alpaca VC,,,"Currently we're interested in Consumer, Marketplaces, and Real Estate tech - but are opportunistic and really just want great founders in huge markets","BioTech, Social Networks, Marketing Software, Big Data, AR/VR",34,Alpaca VC,"{'id': '3825', 'name': 'JD/MBA', 'field_of_study': 'Finance', 'school': {'id': '26517', 'name': 'Fordham University School of Law', 'display_name': 'Fordham University School of Law', 'total_student_count': 3}}","{'id': '17263', 'company_display_name': 'Perch', 'total_raised': ['$1B', 'CA$4M'], 'coinvestor_names': ['Tyler Thompson (Second Century Ventures)', 'Alex Iskold (2048 Ventures)', 'Alex Finkelstein (Spark Capital)', 'Lydia Jett (SoftBank Vision Fund)', 'Ryan Freedman (Alpaca VC)', 'Will Mcclelland (Grace Beauty Capital)', 'Jonathan Cornelissen'], 'investor_profile_funding_rounds': [{'id': '127478', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '70231', 'stage': 'Seed Round', 'date': '2018-07-17T00:00:00Z', 'amount': '$2M'}}, {'id': '45590', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '26372', 'stage': 'Seed Round', 'date': '2015-04-28T00:00:00Z', 'amount': '$1.5M'}}]}"
10295,I have delusions of associated grandeur. I only care about founders who might change the world.,Ian Rountree,Pre-seed,"San Francisco, California","San Francisco, California",general_partner,400000,1250000,750000,I have delusions of associated grandeur. I only care about founders who might change the world.,,,"Where the intersection of software, hardware, & wetware can create value in over a billion lives this decade––esp. industrial bio, aerospace, industrial robotics, next-gen computing hardware, and drug development.","CPG, mobile-first, ad/marketing/sales, hiring-tech, anything that could have been built more than 2-3 years ago. Nor cannabis, therapeutics, or medical devices.",33,Cantos Ventures,"{'id': '5599', 'name': 'Bachelor of Arts (B.A.)', 'field_of_study': 'Political Science', 'school': {'id': '25280', 'name': 'Vanderbilt University', 'display_name': 'Vanderbilt University', 'total_student_count': 32}}","{'id': '56274', 'company_display_name': 'Anagram, Inc.', 'total_raised': ['$13M'], 'coinvestor_names': ['David Miles (ManchesterStory Group)'], 'investor_profile_funding_rounds': [{'id': '61694', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '34462', 'stage': 'Seed', 'date': '2016-08-15T00:00:00Z', 'amount': '$3.5M'}}]}"
8438,General Partner @ Night Ventures,Ben Mathews,Post-seed,San Francisco Bay Area,"New York, New York",general_partner,250000,1500000,500000,General Partner @ Night Ventures,,,"Marketplaces, SMB SaaS, fintech, consumer health, web3 (mostly defi), creator economy and gaming.",.,22,Night Ventures,"{'id': '7605', 'name': 'Product Management', 'field_of_study': None, 'school': {'id': '25488', 'name': 'Brown University', 'display_name': 'Brown University', 'total_student_count': 54}}","{'id': '10953', 'company_display_name': 'brightwheel', 'total_raised': [], 'coinvestor_names': [], 'investor_profile_funding_rounds': [{'id': '33237', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '19508', 'stage': 'Series B', 'date': '2018-10-02T00:00:00Z', 'amount': '0'}}]}"
5920,"General Partner, Andreessen Horowitz",Angela Strange,Seed,"New York, New York",San Francisco Bay Area,general_partner,2000000,50000000,6000000,"General Partner, Andreessen Horowitz",,,"Financial services (esp anything with unique customer target/ or acquisition strategy), new software in esoteric spaces (eg mortgage servicing), all things Insurance",,11,Andreessen Horowitz,"{'id': '3634', 'name': 'MBA', 'field_of_study': None, 'school': {'id': '25258', 'name': 'Stanford University Graduate School of Business', 'display_name': 'Stanford University Graduate School of Business', 'total_student_count': 249}}","{'id': '50469', 'company_display_name': 'Addi', 'total_raised': ['$310M'], 'coinvestor_names': ['Hans Tung (GGV Capital)', 'Zach Noorani (Foundation Capital)', 'Rafa de la Guia (Quona Capital)', 'Will Szczerbiak (Greycroft)', 'Tom Stafford (DST Global)', 'Jonathan Whittle (Quona Capital)', 'Thabet Mahayni (Greycroft)'], 'investor_profile_funding_rounds': [{'id': '138450', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '75263', 'stage': 'Series C', 'date': '2021-12-21T00:00:00Z', 'amount': '$80M'}}, {'id': '114780', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '63287', 'stage': 'Series B', 'date': '2021-09-05T00:00:00Z', 'amount': '$75M'}}, {'id': '138448', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '39676', 'stage': 'Series B', 'date': '2021-05-26T00:00:00Z', 'amount': '$35M'}}, {'id': '138447', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '52395', 'stage': 'Series B', 'date': '2020-05-22T00:00:00Z', 'amount': '$15M'}}, {'id': '34528', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '20265', 'stage': 'Venture Round', 'date': '2019-06-11T00:00:00Z', 'amount': '$13M'}}, {'id': '62603', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '34884', 'stage': 'Series A', 'date': '2019-06-11T00:00:00Z', 'amount': '$13M'}}, {'id': '138446', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '75262', 'stage': 'Seed Round', 'date': '2018-10-22T00:00:00Z', 'amount': '$2.3M'}}]}"
8343,"General Partner at Andreessen Horowitz, American Dynamism 🇺🇸",Katherine Boyle,Series B,"Palo Alto, California","Miami, Florida",general_partner,1000000,50000000,10000000,"General Partner at Andreessen Horowitz, American Dynamism 🇺🇸",,,,,5,Andreessen Horowitz,,"{'id': '50720', 'company_display_name': 'Titan', 'total_raised': ['$100M'], 'coinvestor_names': ['Anish Acharya (Andreessen Horowitz)', 'Lee Fixel (Addition)', 'Paul Buchheit (Y Combinator)', 'Matt Mullenweg (Audrey Capital)', 'Will Smith (Dreamers VC)', 'Kevin Durant (Thirty Five Ventures)', 'Joshua Reeves', 'Mike Krieger', 'Odell Beckham Jr.', 'Sam Altman'], 'investor_profile_funding_rounds': [{'id': '82867', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '40518', 'stage': 'Series B', 'date': '2021-07-20T00:00:00Z', 'amount': '$58M'}}, {'id': '82870', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '41300', 'stage': 'Series A', 'date': '2021-02-16T00:00:00Z', 'amount': '$13M'}}]}"
11056,"General Partner, Partech Partners",Jean Sini,Series A,"New York, New York","New York, New York",general_partner,100000,12000000,8000000,"General Partner, Partech Partners",,,FinTech. Health. Machine Learning.,,8,Partech Ventures,,"{'id': '15165', 'company_display_name': 'People.ai', 'total_raised': ['$200M'], 'coinvestor_names': ['Paul Levine (Sapphire Ventures)', 'Jeff Richards (GGV Capital)', 'Peter Levine (Andreessen Horowitz)', 'John Thompson (Lightspeed Venture Partners)', 'Alan Leong (Sand Hill Angels)', 'Amos Ben-Meir (Sand Hill Angels)', 'Ross Mason (Dig Ventures)', 'Jake Seid (Ballistic Ventures)', 'Yevgen Sysoyev (Aventures Capital)', 'Kevin Mahaffey (SNR)', 'Pavel Cherkashin (GVA Capital)', 'Nakul Mandan (Audacious Ventures)', 'Ihar Mahaniok (Geek Ventures)', 'Sam Kwok (Garage Technology Ventures)', 'Doug Pepper (ICONIQ Capital)', 'Dharmesh Shah', 'Ashish Toshniwal'], 'investor_profile_funding_rounds': [{'id': '60688', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '29131', 'stage': 'Seed Round', 'date': '2016-07-07T00:00:00Z', 'amount': '$1M'}}]}"
9115,"I founded and manage Champion Hill, a pre-seed/seed firm.  We also make 1-2 later stage SPV investments/year.",Josh Manchester,Pre-seed,"Atlanta, Georgia","Raleigh, North Carolina",general_partner,100000,10000000,250000,"I founded and manage Champion Hill, a pre-seed/seed firm.  We also make 1-2 later stage SPV investments/year.",,,"We are one of the few firms that will invest in defense, and yes we will invest in weapons if it makes sense to do so.  Past investments are SpaceX (2014), Anduril (2017), Umbra (2018), Modern Intelligence (2021)

We are also keenly interested in digital sovereignty:  Eco.com, Skiff.com, Keys.casa, and the Urbit ecosystem (Uqbar, Tirrel, Zorp etc). 

We have a bucket for curveballs: things that don't fit in buckets.  Flexport (2015), Brella (2019) Fount.bio (2019) Coop.farm (2022).","We feel that the world doesn't need the n+1 investor in enterprise SaaS, mainstream fintech, or ecommerce.  We are most interested in things for which nobody knows who the best investors in the world are.",8,Champion Hill Labs,,"{'id': '58691', 'company_display_name': 'Umbra', 'total_raised': ['$12M'], 'coinvestor_names': ['Scott Hartley (Everywhere Ventures (The Fund))', 'Luigi Bajetti (LombardStreet Ventures)', 'Mathieu Guerville'], 'investor_profile_funding_rounds': [{'id': '134576', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '39170', 'stage': 'Seed Round', 'date': '2019-04-02T00:00:00Z', 'amount': '$10M'}}, {'id': '134575', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '73182', 'stage': 'Pre Seed Round', 'date': '2018-03-23T00:00:00Z', 'amount': '$2.3M'}}]}"
10368,,Grant Allen,Series A,"San Francisco, California","Menlo Park, California",general_partner,1000000,20000000,5000000,,,,"Automation of everything.  From building controls and energy management to industrial IoT and tools for deskless workers, SEV is exploring the application of new technology towards the disruption and automation of industry and the built environment.","Battery chemistry, healthcare, science projects.",15,SE Ventures,"{'id': '6101', 'name': 'MBA', 'field_of_study': None, 'school': {'id': '25427', 'name': 'The Wharton School', 'display_name': 'The Wharton School', 'total_student_count': 69}}","{'id': '53064', 'company_display_name': 'Orbital Marine Power', 'total_raised': ['$12M'], 'coinvestor_names': ['Tim Seears'], 'investor_profile_funding_rounds': [{'id': '58169', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '32744', 'stage': 'Venture Round', 'date': '2013-03-13T00:00:00Z', 'amount': '$12M'}}]}"
15919,Founder and General Partner at Goat Capital,Robin Chan,Seed,United States,United States,general_partner,50000,3000000,100000,Founder and General Partner at Goat Capital,,,,,3,Goat Capital,"{'id': '8477', 'name': 'B.A.', 'field_of_study': 'Economics', 'school': {'id': '25682', 'name': 'Columbia University in the City of New York', 'display_name': 'Columbia University in the City of New York', 'total_student_count': 76}}","{'id': '40118', 'company_display_name': 'Atrium LTS', 'total_raised': ['$76M'], 'coinvestor_names': ['Loren Straub (Bowery Capital)', 'Niko Bonatsos (General Catalyst)', 'Marc Andreessen (Andreessen Horowitz)', 'Andrew Chen (Andreessen Horowitz)', 'Mike Ghaffary (Canvas Ventures)', 'Brian Shin (General Catalyst)', 'Osuke Honda (DCM)', 'Avichal Garg (Electric Capital)', 'David Cheng (DCM)', 'Gil Penchina (Ridge Ventures (Formerly known as IDG Ventures USA))', 'Bennett Rogers (Pioneer Fund)', 'John Doerr (Kleiner Perkins)', 'Armaan Ali (Human Capital)', 'Nikhil Basu Trivedi (Footwork)', 'Ruchi Sanghvi (South Park Commons)', 'Steve Jang (Kindred Ventures)', 'Josh Breinlinger (Turtle Ventures)', 'Jai Choi (Tekton Ventures)', 'Lee Linden (Quiet Capital)', 'Erik Torenberg (Village Global)', 'Phin Barnes (The General Partnership)', 'Chris Fanini', 'Karim Atiyeh', 'Charlie Songhurst', 'Adrian Aoun', 'Desmond Lim', 'Paul McKellar', 'Travis VanderZanden', 'Dharmesh Shah', 'Samvit Ramadurgam', 'Immad Akhund', 'Joshua Reeves', 'Manish Shah', 'Matt Brezina', 'Tikhon Bernstam', 'Sohail Prasad', 'Tirto Adji', 'Michał Borkowski', 'Mikhail Seregine', 'Rene Reinsberg', 'Wayne Chang'], 'investor_profile_funding_rounds': [{'id': '59824', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '238', 'stage': 'Series A', 'date': '2017-06-15T00:00:00Z', 'amount': '$11M'}}]}"
13639,General Partner at VMG Partners,Carle Stenmark,Post-seed,"San Francisco, California","San Francisco, California",general_partner,1000000,100000000,10000000,General Partner at VMG Partners,,,,,4,VMG Partners,"{'id': '7583', 'name': 'MBA', 'field_of_study': None, 'school': {'id': '25192', 'name': 'Harvard Business School', 'display_name': 'Harvard Business School', 'total_student_count': 310}}","{'id': '61495', 'company_display_name': 'Maev', 'total_raised': ['$19M'], 'coinvestor_names': ['Kate McAndrew (Baukunst)', 'Dan Graham (Springdale Ventures)'], 'investor_profile_funding_rounds': [{'id': '126626', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '68101', 'stage': 'Series A', 'date': '2022-09-28T00:00:00Z', 'amount': '$10M'}}]}"
21132,Partner at Collab+Currency,Stephen McKeon,Seed,San Francisco Bay Area,"Eugene, Oregon",general_partner,500000,10000000,2000000,Partner at Collab+Currency,,,,,3,Collab+Currency,,"{'id': '62884', 'company_display_name': 'Squads', 'total_raised': ['$1.5M'], 'coinvestor_names': ['Julia Lipton (Awesome People Ventures)', 'Soona Amhaz (Volt Capital)'], 'investor_profile_funding_rounds': [{'id': '84055', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '46324', 'stage': 'Seed Round', 'date': '2021-10-28T00:00:00Z', 'amount': '$1.5M'}}]}"
5942,General Partner at Founders Fund,Keith Rabois,Seed,"San Francisco, California","San Francisco, California",general_partner,500000,150000000,25000000,General Partner at Founders Fund,,,"Financial Services, Health care technology innovation, life extension, concepts, consumer applications. Companies who value Design.",No ad optimization’s.,9,Founders Fund,"{'id': '4104', 'name': 'J.D.', 'field_of_study': None, 'school': {'id': '27654', 'name': 'Harvard Law School', 'display_name': 'Harvard Law School', 'total_student_count': 25}}","{'id': '11022', 'company_display_name': 'Hitpost', 'total_raised': [], 'coinvestor_names': ['Walter Kortschak (Summit Partners)', 'Gideon Yu (formation|8)', 'Shervin Pishevar'], 'investor_profile_funding_rounds': [{'id': '34727', 'is_lead': False, 'board_role': None, 'funding_round': {'id': '20337', 'stage': 'Debt Financing', 'date': '2010-01-01T00:00:00Z', 'amount': '0'}}]}"
11250,Founder & General Partner at Highbury,Ling Wong,Series C,"San Francisco, California","Seattle, Washington",general_partner,500000,50000000,10000000,Founder & General Partner at Highbury,,,,,3,Highbury Group,"{'id': '1703', 'name': 'Ph.D', 'field_of_study': 'Applied Sciences, Bioengineering, Entrepreneurship and Global Health', 'school': {'id': '25380', 'name': 'Harvard University', 'display_name': 'Harvard University', 'total_student_count': 175}}","{'id': '11269', 'company_display_name': 'Guardant Health', 'total_raised': ['$550M'], 'coinvestor_names': ['Chris Schaepe (Lightspeed Venture Partners)', 'Samir Kaul (Khosla Ventures)', 'Pejman Nozad (Pear VC)', 'John Lee (Jazz Venture Partners)', 'Bobby Yazdani (Cota Capital)', 'Kyle Kurpinski (Tencent Holdings)', 'Farzad Nazem', 'David Chen', 'Laszlo Bock'], 'investor_profile_funding_rounds': [{'id': '132182', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '3595', 'stage': 'Series B', 'date': '2014-04-22T00:00:00Z', 'amount': '$30M'}}]}"
5706,General Partner at Crosslink Capital,Eric Chin,Seed,San Francisco Bay Area,San Francisco Bay Area,general_partner,2000000,10000000,4000000,General Partner at Crosslink Capital,,,,,5,Crosslink Capital,"{'id': '5185', 'name': 'MBA', 'field_of_study': None, 'school': {'id': '25192', 'name': 'Harvard Business School', 'display_name': 'Harvard Business School', 'total_student_count': 310}}","{'id': '41071', 'company_display_name': '500Friends', 'total_raised': ['$11M'], 'coinvestor_names': ['Paul Sethi (2048 Ventures)', 'Carey Lai (Conductive Ventures)', 'Babak Nivi', 'Chris Yeh', 'Richard Chen'], 'investor_profile_funding_rounds': [{'id': '9133', 'is_lead': False, 'board_role': None, 'funding_round': {'id': '4631', 'stage': 'Series B', 'date': '2013-03-12T00:00:00Z', 'amount': '$5M'}}, {'id': '9137', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '4635', 'stage': 'Series A', 'date': '2012-03-14T00:00:00Z', 'amount': '$4.5M'}}]}"
8905,General Partner at Felicis Ventures,Niki Pezeshki,Seed,San Francisco Bay Area,"San Francisco, California",general_partner,500000,15000000,7750000,General Partner at Felicis Ventures,,,,,5,Felicis Ventures,,"{'id': '43047', 'company_display_name': 'Cleo', 'total_raised': ['$82M', '£2M'], 'coinvestor_names': ['Vanessa Larco (New Enterprise Associates (NEA))', 'Jeff Immelt (New Enterprise Associates (NEA))', 'Aydin Senkut (Felicis Ventures)', 'Kirsten Green (Forerunner Ventures)', 'Sarah Guo (Conviction Partners)', 'Michael Dixon (Transformation Capital)', 'Noah Lichtenstein (Crossover)', 'Siraj Khaliq (Atomico)', 'Niklas Zennström (Atomico)', 'Joe White', 'Robin Klein', 'Errol Damelin', 'Marissa Mayer'], 'investor_profile_funding_rounds': [{'id': '67312', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '37040', 'stage': 'Series C', 'date': '2021-03-30T00:00:00Z', 'amount': '$40M'}}, {'id': '65085', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '18554', 'stage': 'Seed Round', 'date': '2017-03-02T00:00:00Z', 'amount': '$2.4M'}}]}"
8083,General Partner at Freestyle Capital,Jenny Lefcourt,Seed,San Francisco Bay Area,"San Francisco, California",general_partner,1000000,4000000,2500000,General Partner at Freestyle Capital,,,,,60,Freestyle Capital,"{'id': '7345', 'name': 'BSE', 'field_of_study': 'Business', 'school': {'id': '25213', 'name': 'University of Pennsylvania - The Wharton School', 'display_name': 'University of Pennsylvania - The Wharton School', 'total_student_count': 166}}",
9642,Managing Partner @ Meron Capital,Liron Azrielant,Seed,"San Francisco, California","Tel Aviv, Israel",general_partner,500000,3000000,1500000,Managing Partner @ Meron Capital,,,,Only investing in Israeli-related deals,6,Meron Capital,,"{'id': '57761', 'company_display_name': 'Mesh Payments', 'total_raised': ['$76M'], 'coinvestor_names': ['Ryan Gilbert (Launchpad Capital)', 'Michael Vaughan (Vera Equity)', 'John Curtius (Cedar Capital Group)', 'Jonathan Weiner (Oak HC/FT)', 'Philippe Suchet (PS Investments)', 'Eitan Bek (TLV Partners)'], 'investor_profile_funding_rounds': [{'id': '105151', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '58167', 'stage': 'Seed', 'date': '2018-12-01T00:00:00Z', 'amount': '$1'}}]}"
10003,"Entrepreneur. Founder/CEO  @Pipedream . Also father, investor & lifelong learner.",Tod Sacerdoti,Seed,"San Francisco, California","San Francisco, California",general_partner,25000,10000000,3000000,"Entrepreneur. Founder/CEO  @Pipedream . Also father, investor & lifelong learner.",,,"Auren Hoffman and I have combined our investing activity and launched Flex Capital.

Seed -- We have made 140 investments to date and are targeting 5-10 companies over the next 12 months.

Early Growth Stage -- We are investing in growth companies that are typically in the $100 million to $400 million valuation range. We're focused on companies that will dominate their respective markets and generally investing in companies that have $10M - $100M revenue run rates.",We are primarily interested in software business models.  If you are not a software business then we likely won't be interested.,6,Flex Capital,"{'id': '6373', 'name': 'MBA', 'field_of_study': None, 'school': {'id': '25671', 'name': 'Stanford Graduate School of Business', 'display_name': 'Stanford Graduate School of Business', 'total_student_count': 26}}","{'id': '55986', 'company_display_name': 'Retain.ai', 'total_raised': ['$4.6M'], 'coinvestor_names': ['Auren Hoffman (Flex Capital)'], 'investor_profile_funding_rounds': [{'id': '129609', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '33979', 'stage': 'Funding Round', 'date': '2019-04-16T00:00:00Z', 'amount': '$4.6M'}}]}"
8191,General Partner at Andreessen Horowitz,Chris Lyons,Series A,"Menlo Park, California","San Francisco, California",general_partner,500000,40000000,20000000,General Partner at Andreessen Horowitz,,,,,4,Andreessen Horowitz,,"{'id': '69398', 'company_display_name': 'Yuga Labs', 'total_raised': ['$900M'], 'coinvestor_names': ['Chris Dixon (Andreessen Horowitz)', 'Brandon Hoffman (Sunset Ventures)', 'Mark Cuban', 'Justin David Blau'], 'investor_profile_funding_rounds': [{'id': '138553', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '73965', 'stage': 'Venture Round', 'date': '2022-03-22T00:00:00Z', 'amount': '$450M'}}, {'id': '114730', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '57842', 'stage': 'Seed Round', 'date': '2022-03-22T00:00:00Z', 'amount': '$450M'}}]}"
9639,General Partner & Founder at BlueRun Ventures,John Malloy,Series D,"Menlo Park, California","Menlo Park, California",general_partner,3000000,15000000,5000000,General Partner & Founder at BlueRun Ventures,,,,,4,BlueRun Ventures,,"{'id': '10359', 'company_display_name': 'Zivity', 'total_raised': ['$8M'], 'coinvestor_names': ['Cyan Banister (Long Journey Ventures)', 'Luke Nosek (Gigafund)', 'James Hong', 'Vipul Ved Prakash'], 'investor_profile_funding_rounds': [{'id': '14576', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '10755', 'stage': 'Series A', 'date': '2008-03-08T00:00:00Z', 'amount': '$7M'}}]}"
37764,"Intern The Information, GP Slow... loves pirate",Sam Lessin,Series A,"San Francisco, California","San Francisco, California",general_partner,100000,3000000,1500000,"Intern The Information, GP Slow... loves pirate",,,,,2,Slow Ventures,,"{'id': '42333', 'company_display_name': 'MakerBot', 'total_raised': ['$10M'], 'coinvestor_names': ['Tony Conrad (True Ventures)', 'Kenneth Lerer (Lerer Hippeau)', 'Eric  Wiesen  (Bullpen Capital)', 'Dave McClure (Practical Venture Capital)'], 'investor_profile_funding_rounds': [{'id': '141599', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '5935', 'stage': 'Venture Round', 'date': '2011-08-23T00:00:00Z', 'amount': '$10M'}}]}"
5382,Founder and General Partner at Amplify Partners,Sunil Dhaliwal,Pre-seed,San Francisco Bay Area,"Menlo Park, California",general_partner,500000,5000000,2750000,Founder and General Partner at Amplify Partners,,,,,2,Amplify Partners,"{'id': '6523', 'name': 'BS', 'field_of_study': 'Finance,  International Business', 'school': {'id': '25849', 'name': 'Georgetown University', 'display_name': 'Georgetown University', 'total_student_count': 42}}","{'id': '41886', 'company_display_name': 'Backtrace', 'total_raised': ['$6.1M'], 'coinvestor_names': ['Chip Meakem (Tribeca Venture Partners)', 'Jonathan Lehr (Work-Bench)', ""Brian O'Kelley""], 'investor_profile_funding_rounds': [{'id': '27239', 'is_lead': True, 'board_role': {'id': '11312', 'title': 'Board member'}, 'funding_round': {'id': '16743', 'stage': 'Series A', 'date': '2016-12-21T00:00:00Z', 'amount': '$5M'}}]}"
8848,General Partner at CRV,Izhar Armony,Post-seed,"Boston, Massachusetts","Waltham, Massachusetts",general_partner,500000,20000000,13000000,General Partner at CRV,,,"AI as applied to the real-world: autonomous vehicles, cyber security, demand forecasting, etc.   
Also any SaaS application (B2B only)
Focused on Seed and A's only","Not interested in Consumer software, FinTech, HC IT, Bio.
Not pursuing later stage deals",7,CRV,"{'id': '7794', 'name': 'MBA', 'field_of_study': None, 'school': {'id': '25213', 'name': 'University of Pennsylvania - The Wharton School', 'display_name': 'University of Pennsylvania - The Wharton School', 'total_student_count': 166}}","{'id': '21138', 'company_display_name': 'Aveksa', 'total_raised': ['$28M'], 'coinvestor_names': ['Amish Jani (FirstMark Capital)'], 'investor_profile_funding_rounds': [{'id': '46828', 'is_lead': False, 'board_role': None, 'funding_round': {'id': '1129', 'stage': 'Series C', 'date': '2009-02-25T00:00:00Z', 'amount': '$10M'}}, {'id': '46823', 'is_lead': False, 'board_role': None, 'funding_round': {'id': '1131', 'stage': 'Series B', 'date': '2008-01-23T00:00:00Z', 'amount': '$12M'}}, {'id': '46819', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '1135', 'stage': 'Series A', 'date': '2006-06-14T00:00:00Z', 'amount': '$6M'}}]}"
5574,General Partner at Flex Capital,Auren Hoffman,Series D,Virginia,Virginia,general_partner,100000,10000000,1500000,General Partner at Flex Capital,,,API,,14,Flex Capital,"{'id': '2261', 'name': 'BSE', 'field_of_study': 'Industrial Engineering and Operations Research', 'school': {'id': '25231', 'name': 'University of California, Berkeley', 'display_name': 'University of California, Berkeley', 'total_student_count': 197}}","{'id': '11373', 'company_display_name': 'Mob.ly', 'total_raised': ['$900K'], 'coinvestor_names': ['Aydin Senkut (Felicis Ventures)', 'Jeff Clavier (Uncork Capital)', 'Andy Weissman (Union Square Ventures)', 'David Shen (Launch Capital)', 'Eric Ly'], 'investor_profile_funding_rounds': [{'id': '2519', 'is_lead': False, 'board_role': None, 'funding_round': {'id': '2373', 'stage': 'Series A', 'date': '2008-03-01T00:00:00Z', 'amount': '$900K'}}]}"
8269,General Partner at Spark Capital,Kevin Thau,Series A,San Francisco Bay Area,"San Francisco, California",general_partner,5000000,15000000,10000000,General Partner at Spark Capital,,,,,2,Spark Capital,,"{'id': '43682', 'company_display_name': 'Cameo', 'total_raised': ['$180M'], 'coinvestor_names': ['Jonathan Turner (Accel)', 'Nihal Mehta (ENIAC Ventures)', 'Vic Singh (ENIAC Ventures)', 'Tim Young (ENIAC Ventures)', 'Hadley Harris (ENIAC Ventures)', 'Katie Stanton (Moxxie Ventures)', 'Marco DeMeireles (TCG (The Chernin Group))', 'Brent Hill (Origin Ventures)', 'Ilya Fushman (Kleiner Perkins)', 'Mike Gamson (Next Play Ventures)', 'Ezra Galston (Starting Line)', 'Andrew Boszhardt (Great Oaks Venture Capital)', 'Henry McNamara (Great Oaks Venture Capital)', 'Michael Mignano', 'Tony Hawk'], 'investor_profile_funding_rounds': [{'id': '96279', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '25614', 'stage': 'Series B', 'date': '2019-06-25T00:00:00Z', 'amount': '$50M'}}]}"
11308,General Partner at Bow Capital,Rafi Syed,Series B,San Francisco Bay Area,San Francisco Bay Area,general_partner,100000,10000000,1000000,General Partner at Bow Capital,,,,,3,Bow Capital,"{'id': '405', 'name': 'BA', 'field_of_study': 'BS', 'school': {'id': '25231', 'name': 'University of California, Berkeley', 'display_name': 'University of California, Berkeley', 'total_student_count': 197}}","{'id': '60047', 'company_display_name': 'Pandion', 'total_raised': ['$35M'], 'coinvestor_names': ['Bruce Leak (Playground Global)', 'Julian Counihan'], 'investor_profile_funding_rounds': [{'id': '75767', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '41702', 'stage': 'Series A', 'date': '2021-10-05T00:00:00Z', 'amount': '$30M'}}]}"
